coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	AVG_CONTROL	AVG_CANCER	DIFF	ABSDIFF	max_PTBP1_binding_3ss_core	max_PTBP1_binding_5ss_core	max_PTBP1_binding_3ss_5ss_core	max_RBFOX1_binding_5ss_core	gene_id
1:33083063-33083142:+	0.07476506582907906	0.09396328366664464	0.04212524444080897	0.05353579004064387	0.09849998644711323	0.0	0.0	0.0	0.01718250139082117	0.044681897962342905	0.07257787408485795	0.012372879870632816	-0.060204994214225135	0.060204994214225135	1.236231	0.0242119999999999	1.236231	1.048883	ENSG00000142920
1:28457832-28457859:+	0.007988235224982222	0.0	0.014134911535900229	0.0	0.034692585725514306	0.0660234248445399	0.022821746611354905	0.02730677980460996	0.0040712780383793685	0.022711442118542677	0.01136314649727935	0.02858693428348536	0.01722378778620601	0.01722378778620601	0.943582	1.036617	1.036617	1.1044930000000002	ENSG00000204138
1:28457832-28457855:+	0.1160818577052973	0.10448195378876383	0.1490957283302805	0.061992067101563346	0.03889922192767263	0.12304339556092227	0.07532372995679149	0.04001212888256078	0.04056355453408927	0.0316533054672874	0.09411016577071553	0.06211922288033024	-0.03199094289038529	0.03199094289038529	0.943582	1.036577	1.036577	1.090105	ENSG00000204138
1:96806419-96806452:+	0.9913135490793068	0.9813143605032604	0.9678642021788195	0.9890323873062453	0.9187873030241444	0.7543579627223939	0.7511540830027456	0.8942008472692564	0.8077844211236903	0.8232094474639671	0.9696623604183552	0.8061413523164106	-0.1635210081019446	0.1635210081019446	1.7461159999999998	0.797737	1.7461159999999998	1.832934	ENSG00000117569
1:149012591-149012776:+	0.3678736310837268	0.4915394346905683	0.41829001595173265	0.36696723503305756	0.24697140621294528	0.15715464892504716	0.03037029826283105	0.08133449811311086	0.1246672606927896	0.09693170935310856	0.3783283445944061	0.09809168306937745	-0.2802366615250287	0.2802366615250287	1.38827	0.010171	1.38827	1.015568	ENSG00000178104
1:156109513-156109746:+	0.0	0.014777335349734539	0.039476938645853714	0.01644045340238581	0.0	0.039361722258974434	0.0	0.0	0.015457181042111377	0.07450362647969559	0.014138945479594814	0.025864505956156282	0.011725560476561469	0.011725560476561469	1.463234	0.029791	1.463234	1.144433	ENSG00000160789
10:63599670-63599712:+	0.12149954276958881	0.019582946086716742	0.12449040245607126	0.01545886546278217	0.0027514719464755287	0.5658631776660399	0.0	0.0	0.0	0.08588305640047307	0.05675664574432691	0.1303492468133026	0.0735926010689757	0.0735926010689757	1.436099	0.386364	1.436099	1.007841	ENSG00000165476
10:60068637-60076448:-	0.4097211154506288	0.24439531662472863	0.43861769351071206	0.2320350214474865	0.11362068000693668	0.16377147053664076	0.0250857288830602	0.043712278760773306	0.02587326034842187	0.14460279929782546	0.2876779654080985	0.08060910756534431	-0.20706885784275417	0.20706885784275417	1.13258	0.0	1.13258	1.034137	ENSG00000151150
10:73828089-73828121:-	0.2657861195953744	0.3073062501771229	0.29159671453319197	0.3212295146637282	0.1300083950142227	0.009344334424763276	0.0	0.009113765321839424	0.0035094320327688014	0.023212477504516865	0.263185398796728	0.009036001856777673	-0.2541493969399503	0.2541493969399503	1.759083	0.014283	1.759083	1.419325	ENSG00000148660
11:124897588-124897632:-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.267797	0.0	1.267797	1.186378	ENSG00000154133
12:117255936-117256037:-	0.01919813793164717	0.012309124084224233	0.04847698919797858	0.0	0.0	4.796712908578008e-07	0.0	0.0	0.0	0.0	0.01599685024277	9.593425817156017e-08	-0.015996754308511826	0.015996754308511826	1.147689	0.016419	1.147689	1.873552	ENSG00000089250
15:90969079-90969120:-	0.7612451800698121	0.8225512865405281	0.7295322210216103	0.784569832373108	0.7739469494893411	0.7725331238297609	0.7657129616088122	0.7881378676485632	0.7715764785142436	0.7764580671634912	0.7743690938988799	0.7748836997529742	0.0005146058540943521	0.0005146058540943521	1.02731	0.603075	1.02731	1.05009	ENSG00000198901
16:1758978-1758995:+	0.9420774550988934	0.926553193860594	0.9135014858374106	0.979712820615859	0.921487720297044	0.9175821556502993	0.9146750846054033	0.8930469033843822	0.8972904939283539	0.9028346072825688	0.9366665351419602	0.9050858489702016	-0.031580686171758576	0.031580686171758576	1.338199	0.0670989999999999	1.338199	1.00865	ENSG00000138834
16:64333-64437:-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7031790000000002	0.849348	1.7031790000000002	1.005589	ENSG00000007384
17:80222655-80222847:+	0.9725136325043413	0.959536946701127	0.9855858217923146	0.9711821069415482	0.9791437047576782	0.9477561899294634	0.988255014705809	0.953354969068054	0.986950389612717	0.9843771826291189	0.9735924425394019	0.9721387491890324	-0.0014536933503694893	0.0014536933503694893	1.264504	0.012402	1.264504	1.243302	ENSG00000181045
18:31091531-31091567:-	0.9426253450004332	0.9406395074356754	0.9288884007029877	0.943927722190892	0.9508406979379108	0.9389695607335623	0.9550952221113163	0.8912969586478076	0.9506923191501451	0.9459547338221231	0.9413843346535797	0.9364017588929908	-0.004982575760588914	0.004982575760588914	1.29065	0.993638	1.29065	1.083265	ENSG00000134755
19:807869-807902:+	0.9910884728789775	0.9911857612962891	0.8947286775521264	0.985380386842306	0.9285640508509634	0.9877671421687197	0.9879608866728875	0.9826365046180999	0.9949433031205591	0.9936037121598997	0.9581894698841324	0.9893823097480332	0.031192839863900756	0.031192839863900756	1.399167	1.338089	1.399167	1.451176	ENSG00000011304
19:1496591-1496671:+	0.4992510443023953	0.4536595512511231	0.5025638352267228	0.5833948891463063	0.07342700359032052	0.035626784143827195	0.0	0.0	0.009069885030793843	0.003352015436431549	0.42245926470337364	0.009609736922210517	-0.41284952778116313	0.41284952778116313	1.3742770000000002	0.0380429999999999	1.3742770000000002	2.5110150000000004	ENSG00000115255
19:10642897-10643021:+	0.15952361288387665	0.16272880513647325	0.14504107725914725	0.17641746490502602	0.18202617654803635	0.08332444936377575	0.012739029704858297	0.022133847059934427	0.01448222252065727	0.038707869541248614	0.16514742734651192	0.03427748363809487	-0.13086994370841704	0.13086994370841704	1.0488920000000002	0.0	1.0488920000000002	1.064877	ENSG00000129353
2:162346582-162346665:+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.204057	0.0	1.204057	1.126357	ENSG00000115271
2:72971570-72971685:-	1.0	0.998649230494537	1.0	0.9991429752868959	1.0	1.0	0.9952824134995063	0.9918789460094721	0.9909060826681909	0.9939901655138813	0.9995584411562867	0.9944115215382101	-0.005146919618076562	0.005146919618076562	1.409853	0.041415	1.409853	1.334893	ENSG00000144040
2:130161186-130161272:-	0.5874782407032016	0.5242361323753971	0.5725218530253573	0.6836036413964266	0.456843301326654	0.31177752039291334	0.21863818897538823	0.21614085331043292	0.3428148093559372	0.3882863833183318	0.5649366337654074	0.29553155107060075	-0.2694050826948066	0.2694050826948066	1.648926	0.373201	1.648926	1.2037520000000002	ENSG00000136699
2:224784737-224784742:-	0.473547356059617	0.550173339855252	0.3973971878822426	0.5778467036921306	0.590207787363571	0.3906912989403035	0.4535762422303056	0.5389879758458654	0.321427040236661	0.4763980287366357	0.5178344749705627	0.4362161171979543	-0.0816183577726084	0.0816183577726084	1.431257	0.507542	1.431257	1.07648	ENSG00000135905
20:36209488-36209898:+	0.9705846535232733	0.9736648055796168	0.9725605922992111	0.9764374959818133	0.8897510447509284	0.8667931140140179	0.5962655433824544	0.4526917269404151	0.37472659570020306	0.4956816159607507	0.9565997184269686	0.5572317191995683	-0.3993679992274003	0.3993679992274003	1.6615020000000005	0.010849	1.6615020000000005	1.24284	ENSG00000088367
