coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	AVG_CONTROL	AVG_CANCER	DIFF	ABSDIFF	max_PTBP1_binding_3ss_core	max_PTBP1_binding_5ss_core	max_PTBP1_binding_3ss_5ss_core	max_RBFOX1_binding_5ss_core	gene_id
1:162592732-162592782:+	0.24009996685111612	0.17453459789883333	0.20858429690209165	0.24233612655450132	0.2904625567850315	0.5601557515407102	0.5965766815330411	0.3527412155109314	0.35228067876882163	0.37809726887289286	0.2312035089983148	0.4479703192452794	0.21676681024696462	0.21676681024696462	0.01939	0.0	0.01939	1.024857	ENSG00000117143
1:162592735-162592782:+	0.02526730570402421	0.04220868581277126	0.10218730759444981	0.09786328339041035	0.048535284739815075	0.1526774436495558	0.2702009013064642	0.12932212013432398	0.16024755712035657	0.08676437973088574	0.06321237344829414	0.15984248038831725	0.09663010694002311	0.09663010694002311	0.01939	0.0	0.01939	1.024857	ENSG00000117143
1:168050892-168050933:+	0.023901716342071097	0.03186302413637299	0.030562376737753624	0.016831863783829948	0.07668019697295407	0.04184955333884765	0.09671246051340612	0.1554749085120936	0.14398898902354962	0.18014489254654928	0.03596783559459634	0.12363416078688927	0.08766632519229292	0.08766632519229292	0.044051	0.012348	0.044051	1.818158	ENSG00000143164
1:185093061-185093276:+	0.87702908620605	0.8533379202715063	0.8333962715506347	0.9641556714146602	1.0	0.7925903158536497	0.8025891784687255	0.8132044462033571	0.8180655880654703	0.8388174816532694	0.9055837898885702	0.8130534020488944	-0.09253038783967582	0.09253038783967582	0.035638	0.0247949999999999	0.035638	1.300473	ENSG00000121481
1:196677476-196677667:+	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.023056	0.0	0.023056	1.035154	ENSG00000000971
1:207785619-207785682:+	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0248649999999999	0.023834	0.0248649999999999	1.038132	ENSG00000117335
1:53272604-53272642:-	0.03342600314423296	0.07162601375465807	0.035887953510007585	0.0068787184317550135	0.0	0.0	0.18060587820427168	0.0	0.05604018970307358	0.04019092205140061	0.029563737768130732	0.05536739799174918	0.02580366022361845	0.02580366022361845	0.038783	0.0266959999999999	0.038783	1.127134	ENSG00000157193
1:246843795-246843928:-	1.0	1.0	1.0	1.0	0.5061204695351036	0.7358512585714007	0.5743989555733666	0.6442203837553738	0.6990386644717403	0.6562331297797042	0.9012240939070206	0.6619484784303171	-0.2392756154767035	0.2392756154767035	0.012102	0.0	0.012102	1.071966	ENSG00000153207
10:12084540-12084751:+	1.0	1.0	1.0	1.0	0.9932552005429048	1.0	1.0	1.0	0.9914508517701492	1.0	0.9986510401085809	0.9982901703540298	-0.0003608697545510742	0.0003608697545510742	0.027533	0.038807	0.038807	1.082218	ENSG00000181192
10:3783216-3783281:-	0.00465164219937263	0.05979435132809443	0.02586478905945802	0.025631859363000362	0.0	0.0023796355353642652	0.00756378200354968	0.014748905554364023	0.013783515226523647	0.003328811593504904	0.02318852838998509	0.008360929982661304	-0.014827598407323785	0.014827598407323785	0.047176	0.045908	0.047176	1.08664	ENSG00000067082
11:28197441-28197549:+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0291109999999999	0.010171	0.0291109999999999	1.146492	ENSG00000169519
11:6410627-6411361:-	0.9905251998787403	0.9942581311663596	0.9897739543257187	0.9954683471346006	0.994564120061314	0.95875549268683	0.9837032566362561	0.9863401489336399	0.9647834352404264	0.9867940805123743	0.9929179505133467	0.9760752828019055	-0.016842667711441273	0.016842667711441273	0.046306	0.032053	0.046306	1.201055	ENSG00000166313
11:73718613-73718718:-	1.0	0.9968032769695208	0.9989465027938055	0.9990158815701385	0.9970165345599656	1.0	1.0	0.9911769158362835	0.9668789496508842	0.9802139503290893	0.9983564391786862	0.9876539631632515	-0.010702476015434725	0.010702476015434725	0.035109	0.0409319999999999	0.0409319999999999	1.227722	ENSG00000175582
12:62566014-62566031:+	0.7328267149101777	0.7264665606741092	0.7372337736524732	0.6042787799688913	0.5520391311342535	0.6128656933070513	0.550541700949202	0.5034731501236563	0.49359845165818134	0.46447645482855715	0.6705689920679809	0.5249910901733296	-0.14557790189465136	0.14557790189465136	0.041092	0.043617	0.043617	1.015392	ENSG00000061987
12:76059777-76059878:-	0.8464554929311074	0.6775594876437533	0.7965674667510475	0.7252894622566387	0.7009751771645532	0.7312339626701481	0.7946508543297398	0.7232918512990911	0.7367356822231115	0.655834052109264	0.74936941734942	0.7283492805262709	-0.02102013682314907	0.02102013682314907	0.013158	0.013824	0.013824	1.017273	ENSG00000187109
12:55701379-55701416:-	0.0	0.05756541158774344	0.04519792626857731	0.0	0.0	0.0	0.0	0.36921211913451046	0.0	0.24888948983895404	0.02055266757126415	0.12362032179469291	0.10306765422342876	0.10306765422342876	0.04561	0.033709	0.04561	3.017898	ENSG00000135424
12:69694370-69694464:-	0.18510335405754216	0.10300063161556275	0.0	0.20936996382600515	0.04074533129376201	0.20476159442917233	0.0	0.07923411796336875	0.0	0.04540294395400744	0.10764385615857441	0.06587973126930971	-0.0417641248892647	0.0417641248892647	0.037301	0.017331	0.037301	1.054268	ENSG00000127325
12:79848788-79848931:-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044695	0.029779	0.044695	1.065218	ENSG00000058272
14:102208603-102209862:+	0.0	0.8541261955719972	0.0	0.793621655111959	0.8092407477910638	0.0	0.8095620163730564	0.7572146700680795	0.0	0.0	0.491397719695004	0.3133553372882272	-0.17804238240677683	0.17804238240677683	0.035912	0.0	0.035912	1.103964	ENSG00000140153
15:42405926-42405943:+	0.246492867281162	0.35803391771679355	0.2908157817154162	0.2302466540608679	0.16513137374100598	0.0	0.0	0.0	0.0	0.10261520191743362	0.25814411890304917	0.020523040383486724	-0.23762107851956243	0.23762107851956243	0.0306159999999999	0.042224	0.042224	2.333285	ENSG00000092529
15:42405932-42405943:+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0306159999999999	0.042224	0.042224	2.333285	ENSG00000092529
15:24912363-24912530:+	0.10602793018009428	0.16436338517925783	0.10305606536821876	0.13863855408036108	0.11019361041937788	1.0	1.0	0.5542219070686467	0.9207337683470359	0.6015100544371366	0.12445590904546197	0.8152931459705639	0.6908372369251019	0.6908372369251019	0.045602	0.013968	0.045602	1.352191	ENSG00000128739
15:63251284-63251342:+	0.0	0.005862401793363594	0.01177151246312808	0.01191394770167908	0.014057955300507336	0.0	0.02106241432907697	0.0	0.0	0.016493879353573517	0.008721163451735618	0.007511258736530096	-0.001209904715205522	0.001209904715205522	0.030713	0.0	0.030713	1.814055	ENSG00000166128
15:69425282-69425323:+	0.9505277262054624	0.0	0.0	0.8495381364954059	0.1951464762982632	0.41868627699211663	0.43825158064479575	0.5866322269287004	0.5534626681103438	0.7320295466108265	0.3990424677998263	0.5458124598573566	0.14676999205753033	0.14676999205753033	0.039888	0.016464	0.039888	1.059663	ENSG00000137807
15:74032572-74032715:+	0.5241959561548022	0.4208649707585288	0.45766863649678025	0.45518954199699296	0.43731292816225	0.4610061172141495	0.47678859071120117	0.408748200025897	0.4317726637896315	0.41953839878049315	0.45904640671387087	0.43957079410427446	-0.019475612609596404	0.019475612609596404	0.013866	0.031809	0.031809	1.252471	ENSG00000140464
16:24959671-24959752:-	0.8564428807843224	0.8967919258772986	0.8279757210457854	1.0	0.9854199954748193	1.0	1.0	1.0	1.0	1.0	0.9133261046364451	1.0	0.08667389536355485	0.08667389536355485	0.036573	0.02627	0.036573	1.013512	ENSG00000140750
19:16081913-16082046:+	0.785342927759869	1.0	0.8988880126849742	0.9418053504409107	1.0	1.0	0.894479885979767	0.9803668407538346	0.97713442903058	0.8949059593065742	0.9252072581771508	0.9493774230141512	0.024170164837000407	0.024170164837000407	0.047932	0.0	0.047932	1.854335	ENSG00000167460
19:43960187-43960356:+	0.0	0.06445744323374492	0.20038562999511805	0.12738839919220554	0.0	0.0	0.0	0.14202288410433206	0.0	0.11969381237458025	0.0784462944842137	0.052343339295782464	-0.026102955188431233	0.026102955188431233	0.03016	0.0	0.03016	1.16347	ENSG00000159905
19:44027398-44027490:+	0.7594868905751572	0.7933963025973796	1.0	0.9112619956703364	0.7556048019432485	0.9121659919381214	0.8058154269039516	0.8170745977124915	0.851826575468508	1.0	0.8439499981572244	0.8773765184046145	0.033426520247390124	0.033426520247390124	0.027679	0.0	0.027679	1.085359	ENSG00000159885
19:14491656-14491743:-	0.4004500520974704	0.3586831126813192	0.3822761215822899	0.22264995228473022	0.25651614923532934	0.15243919077936582	0.21335736086985163	0.1668762353281291	0.1572882122088494	0.2508504395282005	0.3241150775762278	0.1881622877428793	-0.13595278983334852	0.13595278983334852	0.038311	0.015474	0.038311	1.332617	ENSG00000123159
19:40234449-40234571:-	0.013610381319274494	0.013335350545906788	0.009544197801054189	0.0	0.0	0.042567452414748165	0.0029500005009704877	0.00477704540710565	0.0	0.005858504041475364	0.007297985933247095	0.011230600472859934	0.003932614539612839	0.003932614539612839	0.0465059999999999	0.0	0.0465059999999999	1.061641	ENSG00000105221
19:44392340-44392466:-	1.0	1.0	1.0	1.0	1.0	0.969570536382993	1.0	1.0	1.0	1.0	1.0	0.9939141072765987	-0.0060858927234013205	0.0060858927234013205	0.028776	0.012405	0.028776	1.075361	ENSG00000267508
