coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	CONTROL_avg	CANCER_avg	DIFF	ABSDIFF	gene_id	gene_name	ttest_pval	p.adj.bonferroni	p.adj.bh	PTBP1_binding	RBFOX1_binding
1:78650186-78650652:+	0.8024930586298716	0.7252017080821558	0.7163664857411057	0.6209409026701159	0.6468717513768145	0.3712189436731389	0.5426213862990583	0.5084466989126549	0.47050241107249213	0.5935991936088392	0.7023747813000127	0.49727772671323667	-0.20509705458677607	0.20509705458677607	ENSG00000137965	IFI44	0.003320109900242471	1.0	0.06885885704642514	0.04095900000000001	1.028856
1:51669434-51669512:+	0.807357575193615	0.6506362032376956	0.6611834035149079	0.5686098361101805	0.5114591760578235	0.30523461555133263	0.49930452294972133	0.4042196276133495	0.3764154663510021	0.43985168880567904	0.6398492388228446	0.40500518425421694	-0.23484405456862767	0.23484405456862767	ENSG00000117859	OSBPL9	0.0058758908547131535	1.0	0.09378472668889822	0.401256	1.239326
1:51740143-51740211:+	0.5655206956318063	0.44628071874044284	0.5040637926105702	0.24210935881757073	0.3178766059421951	0.19559208466239794	0.1558227577136306	0.2305906777180954	0.1741300142175645	0.2244591409508335	0.415170234348517	0.19611893505250438	-0.21905129929601264	0.21905129929601264	ENSG00000117859	OSBPL9	0.019319227582624495	1.0	0.18040153740981044	0.42031	1.043374
1:81952987-81953025:+	0.8634073310072677	0.8477422657306796	0.8657949572533373	0.8643369664796559	0.9479954165576243	0.16041679631503844	0.22751181584680813	0.31755676688125567	0.12684216911410107	0.22043048423433415	0.8778553874057129	0.2105516064783075	-0.6673037809274054	0.6673037809274054	ENSG00000117114	ADGRL2	1.4388128241190043e-06	0.044092418995126885	0.0007407762171980811	0.402473	0.909417
1:172323329-172323340:+	0.852773124741837	0.8807214257688158	0.9032942203816682	0.7539688874781796	0.11636793998596491	0.0	0.0	0.0	0.0	0.10315351665147458	0.7014251196712932	0.020630703330294917	-0.6807944163409982	0.6807944163409982	ENSG00000197959	DNM3	0.00959441061935996	1.0	0.12276438974124676	0.51002	2.420425
1:213072870-213072986:+	0.31807738666460955	0.32838262424308473	0.3110045627825973	0.23387021112272963	0.24335379713156072	0.24868220874916844	0.1458377329152087	0.0	0.04318090275531764	0.1301553519579182	0.28693771638891635	0.1135712392755226	-0.17336647711339376	0.17336647711339376	ENSG00000136643	RPS6KC1	0.012123046741285384	1.0	0.1410021985769266	0.055351	0.941312
1:31910038-31910112:-	0.9214914700489993	0.8773338294548141	0.9128098243781345	0.9329407726225277	0.9290245661496831	0.6865826106501213	0.7572225117966055	0.7170671388821491	0.8132504431093855	0.8094455893380389	0.9147200925308316	0.7567136587552601	-0.15800643377557155	0.15800643377557155	ENSG00000184007	PTP4A2	0.0017231608781423026	1.0	0.048228498682503576	0.059324	0.9470700000000001
1:232404125-232404178:-	0.7248192015398275	0.7030926011586509	0.7575767426159368	0.7045627208882739	0.36734400460917865	0.3836364020602909	0.13848820906946424	0.14785763162747287	0.13461052314411617	0.13794992885787677	0.6514790541623735	0.18850853895184422	-0.4629705152105293	0.4629705152105293	ENSG00000116991	SIPA1L2	0.0010538923635486628	1.0	0.03620687385756589	0.07024	1.5522070000000001
10:69919665-69919727:+	0.6161904181025282	0.2637131593276999	0.35859749511602546	0.5012095703329337	0.18304930697568736	0.0	0.1448408810227375	0.0	0.3802497868005361	0.17290096060311286	0.38455198997097495	0.1395983256852773	-0.24495366428569765	0.24495366428569765	ENSG00000197467	COL13A1	0.048609332963211765	1.0	0.2837396206966904	0.425973	0.974318
10:13597645-13597671:+	0.16858101252042837	0.12605109404144194	0.18782504316538243	0.15451491788463967	0.05223757019289616	0.07161747802044177	0.03357257175704069	0.03711552756622459	0.037854278015597785	0.0	0.13784192756095773	0.03603197107186097	-0.10180995648909676	0.10180995648909676	ENSG00000165630	PRPF18	0.008870690319638682	1.0	0.1179756453724811	0.068685	1.38333
