coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	AVG_CONTROL	AVG_CANCER	DIFF	ABSDIFF	max_PTBP1_binding_3ss_core	max_PTBP1_binding_5ss_core	max_PTBP1_binding_3ss_5ss_core	max_RBFOX1_binding_5ss_core	gene_id
1:241590012-241590113:+	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.8	1.0	0.19999999999999996	0.19999999999999996	0.045299	0.583848	0.583848	0.128688	ENSG00000117009
1:235419417-235419561:+	0.2457684839666751	0.34070923862824865	1.0	0.23968525754442005	0.0	0.4857419263667853	1.0	0.3877112694677771	0.5990154641738352	0.0	0.3652325960278688	0.49449373200167945	0.12926113597381067	0.12926113597381067	0.475677	0.0	0.475677	0.522385	ENSG00000284770
1:235419473-235419561:+	0.797923490626512	0.8434308905505485	1.0	0.7573773383239336	0.8616560056481279	0.8619419954540544	1.0	0.8741221513033608	0.8791350783290852	0.8634179195110566	0.8520775450298244	0.8957234289195114	0.04364588388968704	0.04364588388968704	0.432855	0.0	0.432855	0.522385	ENSG00000284770
1:235438769-235438922:+	1.0	1.0	1.0	0.9934465200344248	1.0	1.0	0.9955910473218682	1.0	0.997586415693132	1.0	0.9986893040068849	0.998635492603	-5.381140388494021e-05	5.381140388494021e-05	0.414515	0.375447	0.414515	0.114328	ENSG00000284770
1:228147406-228147544:+	1.0	1.0	0.977344371130856	1.0	1.0	1.0	0.9960968843418105	0.9988885118772646	0.9962663948547658	0.9993944556954433	0.9954688742261713	0.9981292493538568	0.002660375127685577	0.002660375127685577	0.319159	0.4327169999999999	0.4327169999999999	0.143564	ENSG00000143774
1:228141626-228141829:+	0.06469744696807732	0.06048976326862453	0.06099524526367474	0.055512297316582186	0.04883371494373459	0.0452948564579006	0.037366292714853436	0.051665195713839526	0.030842829489181035	0.03816198254237478	0.05810569355213868	0.04066623138362988	-0.0174394621685088	0.0174394621685088	0.895931	0.068438	0.895931	0.496136	ENSG00000143774
1:228141124-228141288:+	0.5637308196985904	0.5400486385330779	0.5906271794621607	0.5516694138276231	0.5521584606068669	0.23972581402819879	0.256656262351204	0.16569196740609743	0.25609207210098817	0.3743532959460704	0.5596469024256638	0.25850388236651173	-0.3011430200591521	0.3011430200591521	0.905226	0.7910159999999999	0.905226	0.500466	ENSG00000143774
1:228148371-228148456:+	0.9373191653356482	0.9249966306068342	0.9389871319119513	0.9345903524799634	0.9146496677555426	0.8786427051612931	0.8939764304559626	0.8446696848159092	0.8209519710232063	0.8523589952303675	0.9301085896179879	0.8581199573373478	-0.07198863228064012	0.07198863228064012	0.4850879999999999	0.598687	0.598687	0.17626	ENSG00000143774
1:228148371-228148539:+	0.09483043169521038	0.09304327660642783	0.11365342101580574	0.11581266486401964	0.07610011152973908	0.05258932973634964	0.04584636338392171	0.01873201328807291	0.030284927273807733	0.038832014662957486	0.09868798114224053	0.0372569296690219	-0.06143105147321863	0.06143105147321863	0.4850879999999999	0.011072	0.4850879999999999	0.165259	ENSG00000143774
1:219179381-219179426:+	0.05171265101901225	0.0	0.06526134926820819	0.03928900701284484	0.01826122902599847	0.08763079869044625	0.026425431946171588	0.016867816689127495	0.0	0.03278444478187307	0.03490484726521274	0.03274169842152368	-0.0021631488436890667	0.0021631488436890667	0.566638	0.056991	0.566638	0.370601	ENSG00000143353
1:219179400-219179426:+	0.0	0.02942894473059629	0.03636267248018036	0.012870524628497238	0.06745120981021734	0.02445151749876769	0.014071035483300118	0.007150207337963005	0.008507859614932316	0.01191945003679391	0.029222670329898243	0.013220013994351406	-0.016002656335546837	0.016002656335546837	0.515892	0.056991	0.515892	0.370601	ENSG00000143353
1:211312720-211312961:+	0.9573210003462274	0.9760861687000019	0.9162589833623208	0.9666652420730748	0.9536583691854289	0.9262064030336646	0.78552448371536	0.8248284101165921	0.8297876202357946	0.9817423125930833	0.9539979527334108	0.869617845938899	-0.0843801067945118	0.0843801067945118	0.433723	0.01275	0.433723	0.654962	ENSG00000117625
1:211312720-211312835:+	0.0	0.0	0.0	0.0	0.0	0.3768101264807391	0.0	0.0	0.0	0.0	0.0	0.07536202529614781	0.07536202529614781	0.07536202529614781	0.433723	0.010926	0.433723	0.227593	ENSG00000117625
1:210159421-210159477:+	0.2837414890633433	0.3654847687982977	0.3964236589600979	0.32449601004585166	0.20631806333741995	0.09459780359907875	0.20980877251677202	0.16406096131919065	0.33401682219525514	0.4053659599448259	0.31529279804100213	0.2415700639150245	-0.07372273412597763	0.07372273412597763	0.7669269999999999	0.0587289999999999	0.7669269999999999	0.259703	ENSG00000143469
1:210159400-210159477:+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.729332	0.0587289999999999	0.729332	0.259703	ENSG00000143469
1:204537430-204537497:+	1.0	1.0	0.9035496770015984	0.6121016035664383	0.5952843717838403	0.3945302139175063	0.21980201158630996	0.23975148289079418	0.7061522047987389	0.5472910866257266	0.8221871304703754	0.4215053999638152	-0.4006817305065602	0.4006817305065602	0.959693	0.421674	0.959693	0.112616	ENSG00000198625
1:203796293-203796496:+	0.23109853499279062	0.5377334221340954	0.5044328820716911	0.659054286948867	0.6177766455185075	0.4866909157037206	0.5206098101063862	0.7255124303021014	0.5479489901970777	0.6625349778392752	0.5100191543331903	0.5886594248297122	0.07864027049652189	0.07864027049652189	0.744942	0.013176	0.744942	0.215134	ENSG00000058673
1:203796293-203796601:+	0.0	0.0	0.0	0.0	0.0	0.091108721080508	0.04218395841109615	0.0	0.10419396887940376	0.0	0.0	0.04749732967420158	0.04749732967420158	0.04749732967420158	0.744942	0.025667	0.744942	0.16603	ENSG00000058673
1:203796451-203796607:+	0.04671595683044856	0.10047844754593871	0.09982915279543134	0.14209796310027478	0.28875665533123646	0.257294465317169	0.13735797945939623	0.15952493230703696	0.06907182189193574	0.17448138397762544	0.13557563512066598	0.1595461165906327	0.02397048146996672	0.02397048146996672	0.572103	0.025667	0.572103	0.197571	ENSG00000058673
1:184072157-184072310:+	0.09772057067130008	0.039010698635056164	0.0	0.01643590778254562	0.02453093332809278	0.12800503170718797	0.0	0.09872336157006513	0.0626362740069062	0.05549432105287521	0.03553962208339893	0.0689717976674069	0.03343217558400797	0.03343217558400797	0.470857	0.011712	0.470857	0.452468	ENSG00000198860
1:184072157-184072298:+	0.6758015202751945	0.6770080738754498	0.6064124372239519	0.6076303381241542	0.6336488007556419	0.6838821323909013	0.7411405143804778	0.7822137815316161	0.7334658101298228	0.7152615798190151	0.6401002340508785	0.7311927636503667	0.09109252959948821	0.09109252959948821	0.470857	0.049442	0.470857	0.452468	ENSG00000198860
1:171591152-171591204:+	0.4474831960499236	0.5615865896906475	0.5725020221715658	0.42335555743259684	0.7117724937147011	0.7671075591852866	0.7182529142516231	0.8687144403367894	0.9008183910251134	0.8692317408688927	0.5433399718118869	0.8248250091335411	0.2814850373216542	0.2814850373216542	0.403051	0.026638	0.403051	0.457771	ENSG00000117523
1:171591152-171591200:+	0.31798020146176903	0.22392615213974748	0.2334265362886751	0.32018276685638586	0.37146407505019396	0.13817486502308565	0.16447044444741543	0.20952781850739033	0.14299968895321222	0.1746277024712278	0.2933959463593543	0.16596010388046628	-0.127435842478888	0.127435842478888	0.403051	0.026638	0.403051	0.464826	ENSG00000117523
1:161711934-161712218:+	0.7113494017417014	1.0	1.0	1.0	1.0	0.9397705741140199	1.0	1.0	0.6648411482951134	1.0	0.9422698803483402	0.9209223444818267	-0.0213475358665135	0.0213475358665135	0.91072	0.0	0.91072	0.637099	ENSG00000132185
