coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	AVG_CONTROL	AVG_CANCER	DIFF	ABSDIFF	max_PTBP1_binding_3ss_core	max_PTBP1_binding_5ss_core	max_PTBP1_binding_3ss_5ss_core	max_RBFOX1_binding_5ss_core	gene_id
1:155061904-155061975:+	0.5320409203646953	0.23157822216180274	0.40256918991853397	0.32145374977739455	0.1732046007830316	0.2354098083134437	0.11250480022271378	0.21547175438420055	0.2588782525645045	0.11659334006693911	0.33216933660109166	0.18777159111036032	-0.14439774549073134	0.14439774549073134	1.264596	0.404867	1.264596	0.941312	ENSG00000143537
1:33083018-33083142:+	0.055284956001837755	0.05716394801964554	0.10603130296615841	0.04013389405089394	0.056417323074486304	0.029780852542538604	0.0679753819016714	0.10971486589297245	0.07375274344067957	0.03695548906321132	0.0630062848226044	0.06363586656821467	0.000629581745610272	0.000629581745610272	0.9894	0.0242119999999999	0.9894	1.048883	ENSG00000142920
1:33083063-33083142:+	0.07476506582907906	0.09396328366664464	0.04212524444080897	0.05353579004064387	0.09849998644711323	0.0	0.0	0.0	0.01718250139082117	0.044681897962342905	0.07257787408485795	0.012372879870632816	-0.060204994214225135	0.060204994214225135	1.236231	0.0242119999999999	1.236231	1.048883	ENSG00000142920
1:32668225-32668398:+	0.18555697281650105	0.3018996088351721	0.22783502624675	0.11056206668867613	0.06524395631386802	0.014782669019804327	0.10631168419590598	0.10247998313282189	0.10776430170021473	0.1565411201935941	0.17821952618019346	0.09757595164846819	-0.08064357453172527	0.08064357453172527	1.29661	0.045795	1.29661	0.941314	ENSG00000162521
1:28457832-28457859:+	0.007988235224982222	0.0	0.014134911535900229	0.0	0.034692585725514306	0.0660234248445399	0.022821746611354905	0.02730677980460996	0.0040712780383793685	0.022711442118542677	0.01136314649727935	0.02858693428348536	0.01722378778620601	0.01722378778620601	0.943582	1.036617	1.036617	1.1044930000000002	ENSG00000204138
1:28457832-28457855:+	0.1160818577052973	0.10448195378876383	0.1490957283302805	0.061992067101563346	0.03889922192767263	0.12304339556092227	0.07532372995679149	0.04001212888256078	0.04056355453408927	0.0316533054672874	0.09411016577071553	0.06211922288033024	-0.03199094289038529	0.03199094289038529	0.943582	1.036577	1.036577	1.090105	ENSG00000204138
1:10106197-10106583:+	0.7355572150287454	0.7287027989586826	0.7159752102363066	0.8764096883080015	0.8671354942711725	0.7831108100966444	0.7462293944260513	0.7472481673332927	0.6443887520443893	0.6975211283037518	0.7847560813605817	0.7236996504408257	-0.06105643091975599	0.06105643091975599	0.884171	0.412775	0.884171	1.055996	ENSG00000130939
1:10279097-10279138:+	0.9676640992233017	0.9123097702644112	0.9536912525259922	0.8827361368925052	0.8304782982081564	0.5205209340089524	0.44059257494569626	0.3493991353361987	0.5741377113452586	0.5585686903601088	0.9093759114228733	0.488643809199243	-0.42073210222363033	0.42073210222363033	1.210064	0.457755	1.210064	0.92166	ENSG00000054523
1:16939894-16940093:+	0.6689570658297284	0.7182039476569557	0.7124194275933237	0.7398071585338359	0.566981213925877	0.368282688790902	0.7072316851763641	0.8273002428676873	0.688162893834662	0.586688106724077	0.6812737627079442	0.6355331234787386	-0.04574063922920557	0.04574063922920557	0.811936	0.01085	0.811936	0.90457	ENSG00000058453
1:21553978-21554142:+	0.8900520734578602	0.8674689195380412	0.9137464669552512	0.8599831867286685	0.5622636665990408	1.0	0.8777881357100638	0.8565952314863557	0.9338267629296951	0.9860027105062197	0.8187028626557723	0.9308425681264669	0.11213970547069463	0.11213970547069463	1.226403	0.027143	1.226403	0.941312	ENSG00000162551
1:27334667-27334754:+	0.01820197643460723	0.027186310368302307	0.025896889138437466	0.01695864717808587	0.01617688920092526	0.04302066303121688	0.02006125821522893	0.018917650718979277	0.021843623644340008	0.01762932645014758	0.02088414246407163	0.024294504411982533	0.003410361947910903	0.003410361947910903	1.027512	0.042534	1.027512	0.904569	ENSG00000186501
1:32302621-32302733:+	0.9605312474521078	0.9776192800244823	1.0	1.0	1.0	0.9891173627104736	0.9858242469331225	1.0	0.9821499255724732	0.9943563977513903	0.9876301054953182	0.990289586593492	0.0026594810981738215	0.0026594810981738215	0.8622460000000001	0.463495	0.8622460000000001	0.92793	ENSG00000116478
1:46000959-46000979:+	0.6741551382822379	0.6345144105496754	0.6051441049105761	0.7015387123665123	0.5997425789065896	0.508990349834509	0.5159972509457708	0.5811575930598075	0.3294239228998008	0.5153635498575848	0.6430189890031184	0.49018653331949463	-0.15283245568362375	0.15283245568362375	0.986493	0.057512	0.986493	0.94108	ENSG00000086015
1:51740143-51740211:+	0.565961031737945	0.44671178441793924	0.5033270566594069	0.24158125707236514	0.31666249520849504	0.19511342887743618	0.15599879523917531	0.2310359750723241	0.17600297997782838	0.22451744063226733	0.41484872501923026	0.19653372395980623	-0.21831500105942403	0.21831500105942403	0.888587	0.438504	0.888587	1.041952	ENSG00000117859
