coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	AVG_CONTROL	AVG_CANCER	DIFF	ABSDIFF	max_PTBP1_binding_3ss_core	max_PTBP1_binding_5ss_core	max_PTBP1_binding_3ss_5ss_core	max_RBFOX1_binding_5ss_core	gene_id
1:241849112-241849216:+	0.0	0.0	0.05071130349420394	0.0	0.0	0.1773672819908837	0.3498736209841054	0.2823168345496854	0.26635415265321033	0.194075075277135	0.010142260698840787	0.25399739309100394	0.24385513239216317	0.24385513239216317	0.545932	0.409544	0.545932	0.0	ENSG00000174371
1:228141124-228141507:+	0.021935088368302814	0.014808746842494771	0.02295643812194982	0.016837686950259865	0.01703056558751617	0.002765575266844358	0.0022920089593779576	0.0019731531426874947	0.002420342425559173	0.01186986802254928	0.01871370517410469	0.004264189563403653	-0.014449515610701036	0.014449515610701036	0.905226	0.047565	0.905226	0.017229	ENSG00000143774
1:212442565-212442625:+	0.8162097772427108	0.7408864933986431	0.7772395508273864	0.8137054535191284	0.8365758762770695	0.8448318730214993	0.9306880381943978	0.8887139129049518	0.8529303070724202	0.7558437974033713	0.7969234302529877	0.8546015857193281	0.057678155466340364	0.057678155466340364	0.832593	0.0121	0.832593	0.0	ENSG00000117691
1:212442546-212442625:+	0.7252820426074432	0.6794367905305361	0.6825689929594848	0.7185352068918697	0.7338496331676481	0.6566847349638862	0.8816944963080634	0.7207180113950958	0.6881851118685873	0.570072559555672	0.7079345332313963	0.7034709828182609	-0.004463550413135398	0.004463550413135398	0.70872	0.0121	0.70872	0.0	ENSG00000117691
1:205530259-205530349:+	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.496374	0.42312	0.496374	0.01022	ENSG00000117266
1:184072157-184072194:+	0.3971680362808696	0.253924086651976	0.0	0.0816508878191405	0.040291607620886405	0.15103090358929946	0.2079010740612215	0.3674917535402967	0.16657450183682945	0.20548149618579611	0.15460692367457454	0.21969594584268864	0.0650890221681141	0.0650890221681141	0.470857	0.071878	0.470857	0.0	ENSG00000198860
1:184072051-184072194:+	0.0	0.020087047123568517	0.027281014958879683	0.009007526861071645	0.004346273434498773	0.011870459773420222	0.00842366771330365	0.0	0.0	0.006863634073850183	0.012144372475603725	0.005431552312114811	-0.006712820163488915	0.006712820163488915	0.76667	0.071878	0.76667	0.0	ENSG00000198860
1:161213090-161213182:+	0.0004126093666056681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024521767785698253	8.252187332113362e-05	0.000490435355713965	0.0004079134823928314	0.0004079134823928314	0.876528	0.388107	0.876528	0.0	ENSG00000158864
1:161213157-161213182:+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.515669	0.388107	0.515669	0.0	ENSG00000158864
1:161212592-161213182:+	0.0	0.0	0.0	0.0	0.0006684946523235402	0.0	0.0	0.0006293499735505809	0.0	0.0	0.00013369893046470804	0.0001258699947101162	-7.828935754591849e-06	7.828935754591849e-06	0.5257080000000001	0.388107	0.5257080000000001	0.0	ENSG00000158864
